event_id,name,status,time,yes_rsvp_count,group_urlname
236723955,Develop your very own Alexa skill in an hour,past,2017-01-14 04:30:00,101,Pune-Developers-Community
236770319,Clean code,past,2017-02-11 04:30:00,172,Pune-Developers-Community
237491427,Google Cloud Next'17 Extended - Pune by PDC,past,2017-03-18 04:30:00,127,Pune-Developers-Community
238211889,Insights of NLP,past,2017-03-25 04:30:00,91,Pune-Developers-Community
238212161,Scaling ElasticSearch,past,2017-04-22 04:30:00,74,Pune-Developers-Community
240444463,Machine learning - introduction and application,past,2017-07-01 04:30:00,155,Pune-Developers-Community
241223213,Online meetup - Machine learning - introduction and application,past,2017-07-06 14:30:00,192,Pune-Developers-Community
240444524,Machine Learning II - IR Similarity Measures & Edit Distance Algorithms.,past,2017-07-22 04:30:00,194,Pune-Developers-Community
241740697,Machine Learning: Naive Bayes Algorithm,past,2017-08-19 04:30:00,193,Pune-Developers-Community
241604224,Machine Learning: Real life business application,past,2017-09-09 04:30:00,184,Pune-Developers-Community
243253845,Statistics And Mathematics Refresher for Machine Learning,past,2017-10-14 04:30:00,220,Pune-Developers-Community
243280705,K-Means Algorithm.,past,2017-10-28 04:30:00,144,Pune-Developers-Community
245490931,Software architectural designs: Micro-Services Part 1,past,2017-12-16 04:30:00,146,Pune-Developers-Community
245824901,#Build2018 PDC's second birthday!!! {FREE EVENT},past,2018-01-20 04:00:00,83,Pune-Developers-Community
246113217,#Build2018 What's new in Elasticsearch 6.1,past,2018-01-20 04:30:00,131,Pune-Developers-Community
246169723,#Build2018 How Web evolved and where is it moving?,past,2018-01-20 04:30:00,141,Pune-Developers-Community
246169913,#Build2018 How to become a data scientist?,past,2018-01-20 05:45:00,195,Pune-Developers-Community
246170045,#Build2018 Machine Learning on AWS,past,2018-01-20 05:45:00,196,Pune-Developers-Community
246169483,#Build2018 Data Preparation and Dimension Reduction,past,2018-01-20 07:30:00,147,Pune-Developers-Community
246170050,#Build2018 Google Cloud Services,past,2018-01-20 07:30:00,157,Pune-Developers-Community
246008192,#Build2018 Machine learning and Q&A,past,2018-01-20 08:45:00,165,Pune-Developers-Community
246170028,#Build2018 Is DevOps a good career?,past,2018-01-20 08:45:00,146,Pune-Developers-Community
246008140,#Build2018 Guide to Salary Negotiation & CV writing,past,2018-01-20 10:00:00,136,Pune-Developers-Community
246169502,#Build2018 IoT architecture trends,past,2018-01-20 10:00:00,153,Pune-Developers-Community
247216783,Cracking HR interview and Salary negotiation: Masood Sayed,past,2018-02-17 04:30:00,142,Pune-Developers-Community
247806496,AI and Machine Learning Meetup - Nashik,past,2018-02-17 10:30:00,4,Pune-Developers-Community
247216569,ReactJs Basics,past,2018-02-24 04:30:00,236,Pune-Developers-Community
248570765,Web Application Security Basics,past,2018-03-10 12:30:00,1,Pune-Developers-Community
247341259,Blockchain and Real world applications,past,2018-03-17 04:30:00,380,Pune-Developers-Community
248432187,A Primer on Asset Tokenisation using Blockchain Technology,past,2018-04-07 04:30:00,157,Pune-Developers-Community
249535450,Spring Boot Micro Service,past,2018-04-14 04:30:00,194,Pune-Developers-Community
249544221,Technical Documentation Within SDLC {Girls Meetup},past,2018-04-14 04:30:00,38,Pune-Developers-Community
249567821,Blockchain and Real world applications,past,2018-04-14 04:30:00,173,Pune-Developers-Community
249122741,"Remote, Control?  (Working Remotely)",past,2018-04-21 04:30:00,105,Pune-Developers-Community
249426295,Enabling DevOps for an Enterprise Product {Girls Meetup},past,2018-04-21 04:30:00,101,Pune-Developers-Community
237419205,TensorFlow Summit - Viewing Party,past,2017-02-18 04:15:00,60,Pune-GDG
238234894,Google Cloud Next'17 Extended (Viewing Party),past,2017-03-11 12:00:00,104,Pune-GDG
238768173,International Women's Day Event.,past,2017-04-01 04:30:00,38,Pune-GDG
239845055,Google I/O Extended 2017,past,2017-05-17 16:30:00,155,Pune-GDG
240839546,Introduction to Kotlin,past,2017-07-01 10:30:00,328,Pune-GDG
241302373,Introduction to CMS,past,2017-07-09 04:30:00,53,Pune-GDG
243609642,DevFest 2017 - Pune’s Biggest Developers Conclave,past,2017-10-07 03:30:00,503,Pune-GDG
244551726,Introduction To Firebase,past,2017-11-11 09:30:00,218,Pune-GDG
245306020,Google Developer Days Extended,past,2017-12-02 04:30:00,100,Pune-GDG
246367484,GDD Extended - Pune Edition,past,2018-01-13 10:30:00,255,Pune-GDG
247574229,"AI and ML : opportunities, threats and future
",past,2018-02-17 10:30:00,171,Pune-GDG
248759817,International Women's Day Celebration,past,2018-03-24 04:30:00,125,Pune-GDG
249975930,Tensorflow Summit Extended ,past,2018-04-28 04:30:00,189,Pune-GDG
236986457,Continuous Delivery,past,2017-01-31 13:00:00,100,expert-talks-Pune
239008536,Reactive Microservices with Vert.x,past,2017-04-22 05:30:00,51,expert-talks-Pune
239996643,Java 9 - The new features,past,2017-05-26 13:00:00,130,expert-talks-Pune
240291658,Immutable Infrastructure with Terraform,past,2017-06-09 13:00:00,88,expert-talks-Pune
241810700,Writing scalable JavaScript with TypeScript,past,2017-07-28 13:00:00,104,expert-talks-Pune
241970602,Coderetreat at Equal Experts,past,2017-08-19 03:30:00,121,expert-talks-Pune
242376220,Practitioner's Agility :  A horizon where architecture & processes meet,past,2017-08-23 13:00:00,62,expert-talks-Pune
242979868,Reactive microservices with Vert.x,past,2017-09-29 13:00:00,87,expert-talks-Pune
243384869,ExpertTalks 2017 is back!!!,past,2017-11-11 03:30:00,50,expert-talks-Pune
245279942,Effective communication for recruitments,past,2017-11-24 12:00:00,54,expert-talks-Pune
246262622,React Error Handling,past,2018-01-19 13:30:00,60,expert-talks-Pune
246833639,Microservices War Reports: Two Tales from real life Microservices projects,past,2018-02-09 13:30:00,113,expert-talks-Pune
247116644,Equal Experts Hiring Challenge,past,2018-02-16 12:30:00,48,expert-talks-Pune
247536925,Test Driven Development in Swift,past,2018-03-09 13:30:00,49,expert-talks-Pune
249346946,How your Test Departments are Killing your Businesses,past,2018-04-13 13:30:00,64,expert-talks-Pune
236350830,<CODE/NOW> -Hackathon ,past,2017-01-13 13:30:00,66,Internet-Of-Things-Pune-IoTPune
239267895,[IESA Pune Chapter] Tech-talk - Internet of Things: State of Affairs,past,2017-04-20 12:30:00,68,Internet-Of-Things-Pune-IoTPune
239748068,Google I/O Extended - Live Streaming of keynote,past,2017-05-17 14:00:00,80,Internet-Of-Things-Pune-IoTPune
240597069,Startup Founders Meetup,past,2017-06-17 11:30:00,105,Internet-Of-Things-Pune-IoTPune
248498304,First Steps in AI/ML/DL,past,2018-04-14 05:30:00,100,Internet-Of-Things-Pune-IoTPune
249858635,MQTT and IoT,past,2018-04-28 04:30:00,63,Internet-Of-Things-Pune-IoTPune
243224699,GeekNight September 2017 - Android,past,2017-09-14 12:15:00,67,ThoughtWorks-GeekNight-Pune
247143798,ThoughtWorks Pune GeekNight February 2018 - Continuous Delivery,past,2018-02-08 12:15:00,149,ThoughtWorks-GeekNight-Pune
247950767,ThoughtWorks vodQA 2018,past,2018-03-17 03:30:00,79,ThoughtWorks-GeekNight-Pune
248917593,Vapasi - Bringing Women back to Work,past,2018-04-09 04:00:00,8,ThoughtWorks-GeekNight-Pune
249659846,GeekNight April 2018 - FrontEnd - Vue.js and Redux Sagas,past,2018-04-26 12:15:00,157,ThoughtWorks-GeekNight-Pune
237695516,Developing and maintaining an Android Library,past,2017-02-26 05:30:00,146,Pune-Mobile-Developers
237870278,Explore Cross Platform Mobile App Development With Xamarin,past,2017-03-05 05:30:00,159,Pune-Mobile-Developers
238978286,Kotlin-ize your Android Development,past,2017-04-16 05:30:00,131,Pune-Mobile-Developers
239689155,Introduction to Firebase - Part 2,past,2017-05-14 05:30:00,123,Pune-Mobile-Developers
239382603,Google I/O Extended 2017 | PMD,past,2017-05-21 04:30:00,90,Pune-Mobile-Developers
244960374,Reactive programming in android,past,2017-11-26 05:30:00,150,Pune-Mobile-Developers
248300874,C2M - Android and iOS Basics,past,2018-03-17 05:30:00,117,Pune-Mobile-Developers
249315321,C2M - Mobile App Prototyping,past,2018-04-14 05:30:00,158,Pune-Mobile-Developers
234545460,Sales for Early Stage Startups,past,2017-01-14 05:30:00,78,urclubpune
237391388,Testing your Software - Unknown but Important,past,2017-02-25 05:30:00,31,urclubpune
236276108,Businesses Investors Seek,past,2017-03-12 05:30:00,51,urclubpune
238434583,Co-Founder Matters,past,2017-04-02 05:30:00,64,urclubpune
238922760,Marketing v/s Sales,past,2017-05-28 05:30:00,108,urclubpune
239819473,Finance for Non-Finance Founders,past,2017-06-10 05:30:00,52,urclubpune
240572447,Simple steps for Productive Digital Marketing for Startups,past,2017-07-23 05:30:00,129,urclubpune
236276943,Startups Club Demo Day 2017 - City wise,past,2017-09-23 05:00:00,107,urclubpune
243270541,How to Pitch your Startup in 10 mins?,past,2017-10-28 05:30:00,137,urclubpune
236276077,Startups Club Demo Day 2017 - Finale - Bangalore,past,2017-12-08 04:00:00,19,urclubpune
246290571,SCDD2018 - Road Shows - Widest Startup Challenge,past,2018-02-10 09:30:00,34,urclubpune
247445010,Market Access Strategies for Early Stage Startups,past,2018-04-28 05:30:00,219,urclubpune
236837257,Social Media Marketing : From Awareness to Branding to Conversion,past,2017-01-18 08:00:00,40,NASSCOM-10000-Startups-Pune
237158457,NASSCOM - Design4India : Workshop on UX/UI,past,2017-02-02 03:30:00,88,NASSCOM-10000-Startups-Pune
237307787,"Legal Workshop on ""Registration/Compliances & Investments""",past,2017-02-10 08:30:00,62,NASSCOM-10000-Startups-Pune
237578381,Lean Startup and Business model innovation,past,2017-02-17 08:30:00,69,NASSCOM-10000-Startups-Pune
237517980,Workshop on Growth Hacking,past,2017-02-24 07:30:00,88,NASSCOM-10000-Startups-Pune
237843573,Behind the Scene's at Digital Ocean,past,2017-02-25 09:30:00,33,NASSCOM-10000-Startups-Pune
237778593,(POSTPONED)Workshop on Product Management & Customer Validation,past,2017-03-03 08:30:00,46,NASSCOM-10000-Startups-Pune
237952094,Workshop on Sales Marketing,past,2017-03-10 08:30:00,69,NASSCOM-10000-Startups-Pune
236960550,"NASSCOM Product Conclave, Pune",past,2017-03-18 03:30:00,104,NASSCOM-10000-Startups-Pune
238458638,Design4india : Significance of Design For Startups,past,2017-03-23 08:30:00,53,NASSCOM-10000-Startups-Pune
238313743,AVAYA : Hackathon,past,2017-05-06 13:30:00,48,NASSCOM-10000-Startups-Pune
239661863,Product Management & Customer Validation,past,2017-05-19 08:30:00,81,NASSCOM-10000-Startups-Pune
239659662,Artificial Intelligence in your Business,past,2017-05-23 08:30:00,73,NASSCOM-10000-Startups-Pune
239870409,NASSCOM 10000 Startups : Design Sprint,past,2017-06-02 04:00:00,72,NASSCOM-10000-Startups-Pune
240573046,Sony Android TV Developer Workshop,past,2017-06-16 04:00:00,11,NASSCOM-10000-Startups-Pune
240663606,NASSCOM 10000 Startups - AWS : AWS Startup Day,past,2017-06-23 03:00:00,108,NASSCOM-10000-Startups-Pune
240987220,Digital Ocean Workshop on Containers,past,2017-06-24 04:30:00,16,NASSCOM-10000-Startups-Pune
240754467,Workshop on Monetization,past,2017-07-08 06:00:00,76,NASSCOM-10000-Startups-Pune
241263861,How to Hack a business plan that works,past,2017-07-14 09:30:00,136,NASSCOM-10000-Startups-Pune
242349048,Workshop on Sales,past,2017-08-11 08:30:00,71,NASSCOM-10000-Startups-Pune
242436032,NASSCOM 10000 Startups: Upstart Pune 3-Starting Up Right,past,2017-08-19 11:30:00,66,NASSCOM-10000-Startups-Pune
242667914,Demystifying Capital Issues during growth phase,past,2017-09-01 08:00:00,75,NASSCOM-10000-Startups-Pune
242435927,NASSCOM 10000 Startups : India Fintech Day,past,2017-09-13 03:30:00,53,NASSCOM-10000-Startups-Pune
242791814,NASSCOM 10000 Startups & Kstart : Tech Innovation Hunt,past,2017-09-14 04:30:00,75,NASSCOM-10000-Startups-Pune
243511978,"NASSCOM-VAMRR:Immersive Learning Summit :VR&AR in learning, education & Training",past,2017-09-27 09:30:00,56,NASSCOM-10000-Startups-Pune
242732531,Hackathon : TADHACK Pune,past,2017-09-29 03:30:00,33,NASSCOM-10000-Startups-Pune
243676850,EOS Blockchain: An introduction,past,2017-10-07 09:30:00,92,NASSCOM-10000-Startups-Pune
245182421,CodeUp Pune - Blockchain: The Next Big Thing!,past,2017-11-25 11:30:00,112,NASSCOM-10000-Startups-Pune
246229994,Session On Google Cloud,past,2018-01-06 05:30:00,88,NASSCOM-10000-Startups-Pune
246439978,Startup Meet ,past,2018-01-08 10:30:00,55,NASSCOM-10000-Startups-Pune
246231665,Workshop on Growthhacking,past,2018-01-12 08:30:00,60,NASSCOM-10000-Startups-Pune
248428025,how latest elasticsearch v6 works with Loopback,past,2018-03-11 06:30:00,14,NASSCOM-10000-Startups-Pune
248535609,Workshop: UX Design,past,2018-03-16 08:00:00,35,NASSCOM-10000-Startups-Pune
249222002,Scaling up your startup for long term sustainable Growth  (Preponed),past,2018-04-07 05:15:00,50,NASSCOM-10000-Startups-Pune
249491455,Workshop on Product management,past,2018-04-13 08:00:00,37,NASSCOM-10000-Startups-Pune
248688627,NASSCOM 10000 Startups-Exhibit :Hottest 100 Startups 2018 -Call for applications,past,2018-04-17 03:30:00,47,NASSCOM-10000-Startups-Pune
249700568,NASSCOM 10000 Stasrtups: Workshop on SCRUM,past,2018-04-20 08:00:00,25,NASSCOM-10000-Startups-Pune
237308875,"Webinar on ""Agile Marketing""",past,2017-02-03 14:30:00,27,discuss-agile-network-pune
236837702,"Webinar on ""My Personal Agility""",past,2017-03-03 14:00:00,68,discuss-agile-network-pune
239126710,"Webinar on ""Becoming a Successful Product Owner""",past,2017-04-12 14:00:00,23,discuss-agile-network-pune
240630814,"Webinar on ""Why Agile? The Business Case for Agility""",past,2017-06-28 10:00:00,65,discuss-agile-network-pune
241326246,Get off the Hamster Wheel: How Personal Agility increases ur professional impact,past,2017-07-21 14:00:00,48,discuss-agile-network-pune
242219291,"Webinar on ""The Agile Variant that works in a Start-up""",past,2017-08-04 14:30:00,36,discuss-agile-network-pune
242820412,"Webinar: ""What is Scrum?"" By Saket Bansal",past,2017-08-29 14:00:00,39,discuss-agile-network-pune
243297966,"Hangout on ""CST Voyage and Mentoring!""",past,2017-09-14 15:00:00,17,discuss-agile-network-pune
243009164,Is Scrum a good fit for solving big data challenges?,past,2017-09-19 14:00:00,41,discuss-agile-network-pune
243675706,5 Things You should know on Lean DevOps!,past,2017-10-06 13:30:00,63,discuss-agile-network-pune
243879965,Enhance Team’s Agility using Kanban Metrics!,past,2017-10-12 14:30:00,49,discuss-agile-network-pune
244079805,Webinar on 'Agile Project Management in JIRA',past,2017-10-26 14:30:00,81,discuss-agile-network-pune
244108115,The Five Shifts from Traditional Management to Agile Leadership,past,2017-10-31 14:30:00,56,discuss-agile-network-pune
244894656,Pivoting to Agile Leadership Through Decision-making,past,2017-11-10 14:30:00,24,discuss-agile-network-pune
245460208,"Webinar on ""Managing scope changes – Scrum vs Kanban​""",past,2017-11-29 14:00:00,27,discuss-agile-network-pune
246205311,"Webinar on ""Role of Agile Coach in DevOps Transformation"" ",past,2017-12-27 14:30:00,32,discuss-agile-network-pune
245724404,"Webinar on ""Is the Future of Project Management #noprojects?""",past,2017-12-28 09:30:00,79,discuss-agile-network-pune
246259803,"Webinar on ""How to Deliver Great Agile Training""",past,2018-01-09 14:30:00,54,discuss-agile-network-pune
246292220,"Webinar on ""JIRA : JQL & Reporting""",past,2018-01-11 14:30:00,52,discuss-agile-network-pune
246394675,"Webinar on ""The Leader as Coach""",past,2018-01-24 14:30:00,54,discuss-agile-network-pune
246604655,"Webinar on ""Agile and PMBOK® Guide Sixth Edition""",past,2018-01-31 14:30:00,52,discuss-agile-network-pune
246638120,Treating Organization as a Living System-An Enabler for Enhancing Agility ,past,2018-02-07 14:30:00,41,discuss-agile-network-pune
247610022,"Webinar on ""Emotional Intelligence in Practice"" ",past,2018-02-14 14:30:00,35,discuss-agile-network-pune
247829120,"Webinar on ""Everything, and all at once: The challenge for Start-ups"" ",past,2018-02-27 14:30:00,51,discuss-agile-network-pune
247951333,Webinar on 'The Role of the Project Manager' ,past,2018-03-06 14:30:00,41,discuss-agile-network-pune
248599206,Webinar on 'Kanban for Dev Projects? How exactly?' ,past,2018-03-21 14:30:00,43,discuss-agile-network-pune
248562321,Webinar on 'Hybrid Life Cycles Approaches' ,past,2018-04-03 14:30:00,55,discuss-agile-network-pune
249628905,Webinar on 'Project Manager should be Product Owner or Scrum Master?',past,2018-04-11 14:30:00,14,discuss-agile-network-pune
249823939,Working Constructively with Conflict and Collisions in Teams and Organization,past,2018-04-25 14:30:00,48,discuss-agile-network-pune
249698360,Meetup on 'Emotional Intelligence: From Theory to Practice!',past,2018-04-28 13:00:00,21,discuss-agile-network-pune
249643069,Introduction to Deep Learning: Hands on,past,2018-04-15 08:00:00,70,Machine-Learning-Pune
249778973,Introduction to Convolution Neural Networks: Webinar,past,2018-04-22 04:30:00,55,Machine-Learning-Pune
245699461,Seminar on Data Science & Analytics – Career Opportunities,past,2017-12-09 11:30:00,21,Data-Science-and-Machine-Learning
247278594,Machine Learning for Computer Vision (Video / image processing),past,2018-02-03 05:00:00,87,Data-Science-and-Machine-Learning
247827998,Career Paths - Non data science to competent data scientist,past,2018-02-24 04:30:00,155,Data-Science-and-Machine-Learning
248302071,Online Webinar - Career Paths - Non data science to competent data scientist,past,2018-03-06 15:00:00,64,Data-Science-and-Machine-Learning
248178672,Hands-on Machine Learning with Python - 2 days Paid Workshop,past,2018-03-10 03:30:00,11,Data-Science-and-Machine-Learning
249829273,Online Webinar - Importance of Maths /Statistics in Machine Learning & Analytics,past,2018-04-24 15:00:00,90,Data-Science-and-Machine-Learning
235462333,Andaman and Nicobar Islands,past,2017-01-06 08:30:00,18,Pune-Travel-Club
236493526,Sandhan Valley trek & kites festival at Kokankada,past,2017-01-14 07:00:00,19,Pune-Travel-Club
237390305,Goa to Bangalore,past,2017-02-14 01:30:00,1,Pune-Travel-Club
237452738,Sikkim Darjeeling Group Trip (18 March &#039;17 - 24 March &#039;17),past,2017-02-18 09:30:00,10,Pune-Travel-Club
237390224,Amazing Sandhan Valley trek with camping,past,2017-03-04 12:30:00,7,Pune-Travel-Club
237821560,The City of Dawn: Auroville & the French Colony: Pondicherry,past,2017-04-08 03:30:00,11,Pune-Travel-Club
238984323,Amazing Sandhan Valley trek with camping,past,2017-04-08 09:30:00,6,Pune-Travel-Club
238764161,Trip To Goa,past,2017-04-13 18:30:00,24,Pune-Travel-Club
239377507,Leh Ladakh Group Trip,past,2017-04-29 03:30:00,9,Pune-Travel-Club
239428303,Tadoba Tiger Reserve (Safari),past,2017-05-11 00:30:00,27,Pune-Travel-Club
238107867,Ladakh trip,past,2017-05-13 16:50:00,14,Pune-Travel-Club
239843169,TRIP GOA,past,2017-05-18 15:56:00,11,Pune-Travel-Club
239658981,Trek in Himalayas for beginers,past,2017-05-25 04:30:00,5,Pune-Travel-Club
239843171,Europe,past,2017-07-03 20:00:00,32,Pune-Travel-Club
241807117,Day Outing and Overnight Stay in Tent,past,2017-07-29 13:30:00,17,Pune-Travel-Club
wzqfmnywlbjb,Weekend Scuba Diving,past,2017-08-06 03:30:00,12,Pune-Travel-Club
lhrfmnywlbqb,Riverside Overnight Camping,past,2017-08-12 11:30:00,22,Pune-Travel-Club
dsrfmnywlbzb,Weekend Getaway with Bonfire Camping,past,2017-08-19 10:30:00,30,Pune-Travel-Club
lhrfmnywlbjc,Riverside Overnight Camping,past,2017-08-26 11:30:00,15,Pune-Travel-Club
wzqfmnywlbkc,Weekend Scuba Diving,past,2017-08-27 03:30:00,3,Pune-Travel-Club
jjvjsnywmbmb,Day Outing with full of Adventures Activities,past,2017-09-09 04:30:00,9,Pune-Travel-Club
dsrfmnywmbmb,Weekend Getaway with Bonfire Camping,past,2017-09-09 10:30:00,16,Pune-Travel-Club
jjvjsnywmbnb,Day Outing with full of Adventures Activities,past,2017-09-10 04:30:00,3,Pune-Travel-Club
wzqfmnywmbwb,Weekend Scuba Diving,past,2017-09-17 03:30:00,7,Pune-Travel-Club
jjvjsnywmbfc,Day Outing with full of Adventures Activities,past,2017-09-23 04:30:00,10,Pune-Travel-Club
jjvjsnywmbgc,Day Outing with full of Adventures Activities,past,2017-09-24 04:30:00,11,Pune-Travel-Club
dsrfmnywmbnc,Weekend Getaway with Bonfire Camping,past,2017-09-30 10:30:00,19,Pune-Travel-Club
jjvjsnywnbkb,Day Outing with full of Adventures Activities,past,2017-10-07 04:30:00,6,Pune-Travel-Club
wzqfmnywnblb,Weekend Scuba Diving,past,2017-10-08 03:30:00,4,Pune-Travel-Club
jjvjsnywnblb,Day Outing with full of Adventures Activities,past,2017-10-08 04:30:00,4,Pune-Travel-Club
244075436,Road Trip - Bhopal - Pune,past,2017-10-13 08:48:00,1,Pune-Travel-Club
jjvjsnywnbcc,Day Outing with full of Adventures Activities,past,2017-10-21 04:30:00,21,Pune-Travel-Club
dsrfmnywnbcc,Weekend Getaway with Bonfire Camping,past,2017-10-21 10:30:00,6,Pune-Travel-Club
jjvjsnywnbdc,Day Outing with full of Adventures Activities,past,2017-10-22 04:30:00,3,Pune-Travel-Club
243356676,The Backpacker&#039;s Escape To Bhutan | Plan The Unplanned,past,2017-10-28 01:00:00,7,Pune-Travel-Club
wzqfmnywnbmc,Weekend Scuba Diving,past,2017-10-29 03:30:00,2,Pune-Travel-Club
jjvjsnywpbgb,Day Outing with full of Adventures Activities,past,2017-11-04 04:30:00,11,Pune-Travel-Club
jjvjsnywpbhb,Day Outing with full of Adventures Activities,past,2017-11-05 04:30:00,13,Pune-Travel-Club
dsrfmnywpbpb,Weekend Getaway with Bonfire Camping,past,2017-11-11 10:30:00,8,Pune-Travel-Club
jjvjsnywpbxb,Day Outing with full of Adventures Activities,past,2017-11-18 04:30:00,20,Pune-Travel-Club
wzqfmnywpbzb,Weekend Scuba Diving,past,2017-11-19 03:30:00,7,Pune-Travel-Club
jjvjsnywpbzb,Day Outing with full of Adventures Activities,past,2017-11-19 04:30:00,4,Pune-Travel-Club
245493892,"Badami &amp; Hampi – Explore, Cycle and Rock Climb",past,2017-11-30 17:00:00,2,Pune-Travel-Club
245493894,Gokarna Beach Trek and Camping with Plan The Unplanned,past,2017-12-01 14:00:00,6,Pune-Travel-Club
jjvjsnywqbdb,Day Outing with full of Adventures Activities,past,2017-12-02 04:30:00,14,Pune-Travel-Club
jjvjsnywqbfb,Day Outing with full of Adventures Activities,past,2017-12-03 04:30:00,12,Pune-Travel-Club
245630352,Treasure Hunt at Sinhagad,past,2017-12-09 10:00:00,13,Pune-Travel-Club
jjvjsnywqbvb,Day Outing with full of Adventures Activities,past,2017-12-16 04:30:00,16,Pune-Travel-Club
jjvjsnywqbwb,Day Outing with full of Adventures Activities,past,2017-12-17 04:30:00,12,Pune-Travel-Club
245794687,Gwalior,past,2017-12-24 15:56:00,3,Pune-Travel-Club
245794718,Gwalior,past,2017-12-24 15:56:00,1,Pune-Travel-Club
245794732,Gwalior,past,2017-12-24 15:56:00,1,Pune-Travel-Club
245847216,Gwalior,past,2017-12-24 15:56:00,5,Pune-Travel-Club
jjvjsnywqbnc,Day Outing with full of Adventures Activities,past,2017-12-30 04:30:00,17,Pune-Travel-Club
jjvjsnywqbpc,Day Outing with full of Adventures Activities,past,2017-12-31 04:30:00,8,Pune-Travel-Club
246290437,Trippy Thailand- 24th March to 31st March 2018,past,2017-12-31 17:15:00,7,Pune-Travel-Club
jjvjsnyxcbrb,Day Outing with full of Adventures Activities,past,2018-01-13 04:30:00,21,Pune-Travel-Club
jjvjsnyxcbsb,Day Outing with full of Adventures Activities,past,2018-01-14 04:30:00,15,Pune-Travel-Club
246290439,Trippy Thailand- 24th March to 31st March 2018,past,2018-01-14 17:15:00,3,Pune-Travel-Club
246827869,Sikkim group trip with Roaming Clan,past,2018-01-20 18:18:00,6,Pune-Travel-Club
246707586,"The Swag Of Goa! (Jan 26,27,28)",past,2018-01-25 02:30:00,27,Pune-Travel-Club
246344210,The Road Trip to Abandoned India,past,2018-01-26 02:00:00,8,Pune-Travel-Club
jjvjsnyxcbkc,Day Outing with full of Adventures Activities,past,2018-01-27 04:30:00,12,Pune-Travel-Club
jjvjsnyxcblc,Day Outing with full of Adventures Activities,past,2018-01-28 04:30:00,7,Pune-Travel-Club
247072829,Thailand group trip,past,2018-01-31 13:01:00,6,Pune-Travel-Club
247310289,Triund Trek and Mcleod Ganj | Plan The Unplanned,past,2018-02-09 14:30:00,6,Pune-Travel-Club
jjvjsnyxdbnb,Day Outing with full of Adventures Activities,past,2018-02-10 04:30:00,10,Pune-Travel-Club
jjvjsnyxdbpb,Day Outing with full of Adventures Activities,past,2018-02-11 04:30:00,11,Pune-Travel-Club
247310268,Bali group trip with Roaming Clan- Scuba diving special,past,2018-02-17 11:02:00,14,Pune-Travel-Club
jjvjsnyxdbgc,Day Outing with full of Adventures Activities,past,2018-02-24 04:30:00,11,Pune-Travel-Club
247640689,Thailand group trip with Roaming Clan,past,2018-02-24 13:39:00,5,Pune-Travel-Club
jjvjsnyxdbhc,Day Outing with full of Adventures Activities,past,2018-02-25 04:30:00,3,Pune-Travel-Club
247409298,LUXURY BACKPACKING TRIP TO MALDIVES,past,2018-02-28 03:30:00,7,Pune-Travel-Club
247981929,Into The Wild: Ranthambore Road Trip,past,2018-03-01 05:30:00,3,Pune-Travel-Club
247535350,Holi in Shekhawati,past,2018-03-02 00:30:00,15,Pune-Travel-Club
246826634,Celebrating Womanhood in the Himalayan Village,past,2018-03-09 18:00:00,9,Pune-Travel-Club
jjvjsnyxfbnb,Day Outing with full of Adventures Activities,past,2018-03-10 04:30:00,13,Pune-Travel-Club
248360675,Bhigwan 3.0 : Birding &amp; Stargazing,past,2018-03-10 08:30:00,3,Pune-Travel-Club
jjvjsnyxfbpb,Day Outing with full of Adventures Activities,past,2018-03-11 04:30:00,5,Pune-Travel-Club
246895838,The Backpacker&#039;s Escape To Bhutan - Plan The Unplanned,past,2018-03-15 07:00:00,8,Pune-Travel-Club
247640709,Triund Trek and Mcleod Ganj | Plan The Unplanned,past,2018-03-16 14:30:00,3,Pune-Travel-Club
248360678,Sunset to Sunrise Stargazing,past,2018-03-17 10:30:00,9,Pune-Travel-Club
246290449,Trippy Thailand- 24th March to 31st March 2018,past,2018-03-18 17:15:00,6,Pune-Travel-Club
jjvjsnyxfbgc,Day Outing with full of Adventures Activities,past,2018-03-24 04:30:00,8,Pune-Travel-Club
247731215,The North East Voyage - Muddie Trails special (Mar 24 to Apr 1),past,2018-03-24 08:00:00,10,Pune-Travel-Club
246989262,Shades of Sikkim,past,2018-03-24 09:00:00,9,Pune-Travel-Club
jjvjsnyxfbhc,Day Outing with full of Adventures Activities,past,2018-03-25 04:30:00,5,Pune-Travel-Club
248360681,Hampi with an Archaeologist,past,2018-03-30 01:30:00,18,Pune-Travel-Club
248360665,Digital Detox Retreat,past,2018-04-06 17:30:00,4,Pune-Travel-Club
jjvjsnyxgbkb,Day Outing with full of Adventures Activities,past,2018-04-07 04:30:00,8,Pune-Travel-Club
jjvjsnyxgblb,Day Outing with full of Adventures Activities,past,2018-04-08 04:30:00,6,Pune-Travel-Club
jjvjsnyxgbcc,Day Outing with full of Adventures Activities,past,2018-04-21 04:30:00,8,Pune-Travel-Club
249861430,Weekend Roam Around Pune,past,2018-04-21 18:09:00,14,Pune-Travel-Club
jjvjsnyxgbdc,Day Outing with full of Adventures Activities,past,2018-04-22 04:30:00,9,Pune-Travel-Club
249059739,Kumaoni Village Life Experience,past,2018-04-26 15:30:00,6,Pune-Travel-Club
248981803,Triund Trek and Mcleod Ganj | Plan The Unplanned,past,2018-04-27 14:30:00,5,Pune-Travel-Club
